issue_id,title,description,issue_type,status,priority,assignee,team,story_points,dependencies,updated_at
ISS-6579,TiStudio: Alloy - Default Alloy project option does not appear when you want to create a new mobile app project,,task,todo,medium,Dev_2,backend,3,,2026-02-21
ISS-6580,Studio: Mobile Web Preview in Browser - failure to connect to internal server ,,task,in_progress,medium,Dev_2,ml_team,3,,2026-02-19
ISS-6581,Windows - Automatic updates get the wrong address,,story,todo,medium,Dev_1,frontend,3,,2026-02-17
ISS-6582,Appcelerator Studio: Can not login with corporate HTTP Proxy,,task,todo,medium,Dev_1,backend,3,,2026-02-20
ISS-6583, Android: Emulator: Remove Fastdev for 3.2.0+ SDK,,task,done,medium,Dev_2,devops,3,ISS-19988,2026-02-17
ISS-6584,Add e4 Theme picker to our Theme Preference Page,,story,done,medium,Dev_2,frontend,3,ISS-19857,2026-02-26
ISS-6585,"iOS: Context Menu - In ""Run As"" and ""Debug As"" context menu, simulator.shorcut.label appears",,bug,done,medium,Dev_1,devops,3,,2026-02-26
ISS-6586,Set new e4 and editor theme defaults,,task,todo,medium,Dev_5,frontend,3,,2026-02-22
ISS-6587,Add packaging to new launch mode drop-down UI,,story,in_progress,medium,Dev_5,ml_team,3,,2026-02-14
ISS-6588,TiApp: Deployment Targets - The spinners to the left of the Deployment Targets are frozen,,task,todo,medium,Dev_2,backend,3,,2026-02-17
ISS-6589,"Create a dark e4 theme (that is similar to our new ""Dashboard"" theme)",,task,todo,medium,Dev_1,ml_team,3,ISS-5664,2026-02-13
ISS-6590,Remove the option to apply editor theme to views,,task,done,medium,Dev_3,devops,3,,2026-02-18
ISS-6591, Console: Console view displays two colour:black and white,,task,todo,medium,Dev_1,frontend,3,,2026-02-25
ISS-6592,Mobile Web: Run Configurations doesn't allow to use other browser than the default one,,task,todo,medium,Dev_3,ml_team,3,,2026-02-24
ISS-6593,"Context Menu: Run As - In the Run As contextual menu, it is difficult to distinguish between iOS device and Simulator.",,task,done,medium,Dev_5,frontend,3,ISS-3623,2026-02-23
ISS-6594,NullPointerException trying to run simulator for a project,,task,done,medium,Dev_5,frontend,3,,2026-02-18
ISS-6595,Platform Config Wizard: remove the requirement of having Android 2.3.3 installed,,task,todo,medium,Dev_1,backend,3,,2026-02-28
ISS-6596,"Error in Studio log on ""cannot find templates/release_notes.html""",,task,in_progress,medium,Dev_2,ml_team,3,,2026-02-23
ISS-6597,"Project explorer: The project cannot be imported from git, Titanium SDK could not be found",,task,done,medium,Dev_4,ml_team,3,,2026-02-15
ISS-6598,Studio finds the globally installed npm packages over the local ones,,task,in_progress,medium,Dev_4,backend,3,,2026-02-19
ISS-6599,Error creating a new Android module project,,task,done,medium,Dev_2,frontend,3,ISS-12787,2026-02-19
ISS-6600,The mode and device dropdowns in Studio global toolbar are not populated until a selection is made in Project Explorer,,task,done,medium,Dev_5,frontend,3,ISS-1910,2026-02-27
ISS-6601,Intermitant issue : Appcelerator Studio gives null pointer exception on Restart,,task,todo,medium,Dev_5,ml_team,3,ISS-21473,2026-02-24
ISS-6602,Installing Studio update through our own dialog doesn't ask for restart,,task,in_progress,medium,Dev_3,ml_team,3,,2026-02-16
ISS-6603,See the password prompt when only selected to update Studio,,task,done,medium,Dev_4,ml_team,3,,2026-02-15
ISS-6604,Studio:Typo in error message ,,task,todo,medium,Dev_3,ml_team,3,,2026-02-17
ISS-6605,Quitting Studio from the login screen hangs indefinitely,,task,in_progress,medium,Dev_4,ml_team,3,,2026-02-17
ISS-6606," Show a list of connected Android devices instead of just ""Android Device"" for each launch mode",,task,in_progress,medium,Dev_1,frontend,3,,2026-02-26
ISS-6607,Unable to Profile a Mobile App Project using iOS simulator,,task,done,medium,Dev_1,devops,3,,2026-02-13
ISS-6608,Code Analyzer : Fails with a missing plugin error prompt,,task,in_progress,medium,Dev_2,ml_team,3,ISS-11177,2026-02-27
ISS-6609,Android SDK is no longer detected,,task,todo,medium,Dev_5,backend,3,,2026-02-13
ISS-6610,"Show a list of Android emulators instead of just ""Android Emulator"" for each launch mode",,task,in_progress,medium,Dev_4,ml_team,3,ISS-14188,2026-02-17
ISS-6611,Migrate from use of AVDs to device ids,,task,todo,medium,Dev_3,ml_team,3,,2026-02-24
ISS-6612,Offer to install Android 2.3.3 for user if trying to run project against pre-3.2.0 SDK without it,,task,done,medium,Dev_5,devops,3,,2026-02-22
ISS-6613,Studio: Installing Nightly version results in new version download but the success prompt displays the older version ,,task,in_progress,medium,Dev_3,frontend,3,,2026-02-13
ISS-6614,Run Configurations >> Appcelerator iOS Simulator deleting the existing configurations causes NPE,,task,todo,medium,Dev_4,ml_team,3,ISS-11247,2026-02-19
ISS-6615,Show EULA when installing Android SDKs from preference page,,task,in_progress,medium,Dev_1,devops,3,,2026-02-22
ISS-6616,"Studio: Titanium Studio Updates - wrong software license agreement, accepting Titanium Studio build ",,task,in_progress,medium,Dev_4,frontend,3,,2026-02-25
ISS-6617,Studio: Email address is shown on status bar instead of display name,,story,todo,medium,Dev_5,devops,3,,2026-02-27
ISS-6618,"Add ""Run Configurations..."" to the global toolbar dropdown",,story,done,medium,Dev_5,devops,3,,2026-02-25
ISS-6619,Android: Ti.map module not available for addition to tiapp.xml ,,story,in_progress,medium,Dev_2,frontend,3,ISS-17548,2026-02-24
ISS-6620,Studio: Titanium Studio cannot be updated,,task,in_progress,medium,Dev_4,ml_team,3,,2026-02-25
ISS-6621,"See white-on-white in Project Explorer when re-applying the ""Light Studio"" theme",,task,todo,medium,Dev_1,ml_team,3,,2026-02-21
ISS-6622,Install SDK button should be disabled if no android updates available in the preferences.,,task,todo,medium,Dev_2,frontend,3,,2026-02-16
ISS-6623,Windows 8 : Studio installer fails at the git installation step,,task,done,medium,Dev_1,frontend,3,,2026-02-26
ISS-6624,Broken link to docs in Titanium/Eclipse Help,,task,in_progress,medium,Dev_2,backend,3,ISS-10925,2026-02-14
ISS-6625,Ubuntu 12.04 : Encountered NPE while  setting the Android SDK path through Studio > Prferences,,task,in_progress,medium,Dev_3,ml_team,3,,2026-02-15
ISS-6626,"Android: Unable to build for device with error ""Invalid device-id""",,task,in_progress,medium,Dev_2,devops,3,,2026-02-18
ISS-6627,"iOS: Xcode 5.0.1 - Nightly Studio build cannot build app for iOS 7.0.3 simulator, device, or packaging using xcode 5.0.1",,task,in_progress,medium,Dev_3,ml_team,3,,2026-02-22
ISS-6628,Unable to publish Android project to the sample publish provider,,task,todo,medium,Dev_3,devops,3,,2026-02-24
ISS-6629,Group dynamic platform emulators/devices launch shortcuts under  second level menu in global toolbar drop-down,,task,done,medium,Dev_2,backend,3,,2026-02-28
ISS-6630,No Mobile Web option is available for packaging under the global toolbar,,task,todo,medium,Dev_1,ml_team,3,,2026-02-16
ISS-6631,"  Show a list of connected iOS devices instead of just ""iOS Device"" for each launch mode",,task,done,medium,Dev_3,devops,3,,2026-02-25
ISS-6632,Android: Creating a project in studio with an Ampersand in the name throws errors,,task,done,medium,Dev_4,frontend,3,ISS-11505,2026-02-28
ISS-6633,Run on iOS Device: add list of devices to the launch config dialog,,story,todo,medium,Dev_5,ml_team,3,,2026-02-22
ISS-6634,Tiapp.xml would not detect any platforms (Only occured once),,task,todo,medium,Dev_1,backend,3,ISS-4042,2026-02-22
ISS-6635,Ti Studio (Mac): TestFlight Plugin does not obey iOS SDK setting,,task,in_progress,medium,Dev_2,backend,3,,2026-02-21
ISS-6636,"STUDIO: Right-click on project results in period of ""Studio is not responding""",,task,done,medium,Dev_1,devops,3,,2026-02-22
ISS-6637,Android application installer is gets stuck at 57% in the progress tab even thought the build process is successfully complete,,task,done,medium,Dev_2,frontend,3,,2026-02-17
ISS-6638,Default Android emulator is launched when using older version of the TiSDK with Studio 3.2.0,,task,in_progress,medium,Dev_3,devops,3,,2026-02-13
ISS-6639,iOS build to device fails,,task,todo,medium,Dev_5,frontend,3,,2026-02-27
ISS-6640,Distributing iOS app to Apple store will not open dialog window,,task,in_progress,medium,Dev_5,frontend,3,,2026-02-18
ISS-6641,Studio: Checking for new Titanium Updates results in internal error,,task,done,medium,Dev_2,devops,3,,2026-02-28
ISS-6642,Alloy Samples: default 'Two-tabbed Alloy Application' sample app is wrong,,task,in_progress,medium,Dev_5,devops,3,,2026-02-27
ISS-6643,Code Profiler: Cannot start Profiler for Android emulator or device on 3.2.0 Studio,,task,todo,medium,Dev_5,devops,3,,2026-02-19
ISS-6644,the new list of iOS simulators is not available for Profile and Test modes,,task,done,medium,Dev_3,backend,3,,2026-02-23
ISS-6645,Publishing fails for iOS,,task,in_progress,medium,Dev_4,frontend,3,,2026-02-23
ISS-6646, Alloy: Add Alloy namespace Content Assist to alloy project JS files,,story,done,medium,Dev_2,frontend,3,ISS-7711,2026-02-18
ISS-6647,"When doing ti info queries for devices/emulators, use --sdks arg to force latest version of SDK (>= 3.2.0)",,task,todo,medium,Dev_2,devops,3,ISS-16132,2026-02-19
ISS-6648,XCode not detected in studio,,task,done,medium,Dev_3,ml_team,3,,2026-02-18
ISS-6649,"When there is no installed version of titanium SDK >= 3.2, don't do periodic query of devices/emulators",,task,todo,medium,Dev_4,frontend,3,ISS-13572,2026-02-15
ISS-6650,Mode and launch shortcut dropdowns are disabled when a module project is selected,,task,todo,medium,Dev_5,frontend,3,ISS-6041,2026-02-13
ISS-6651,"When we dynamically update launch shortcuts, replace the 3.2.0+ version of the launch shortcut with the device-specific copies",,task,in_progress,medium,Dev_5,devops,3,ISS-14685,2026-02-28
ISS-6652," Add ""Configurations..."" to the global toolbar dropdown when package mode is selected",,story,todo,medium,Dev_1,ml_team,3,ISS-18899,2026-02-20
ISS-6653,"Clone the ""iOS Device"" and ""Android Device"" launch shortcuts: one for < 3.2.0 and one for >= 3.2.0",,task,done,medium,Dev_2,frontend,3,ISS-17090,2026-02-20
ISS-6654,Studio: Intermittent - Deployment Targets are not being picked up after Titanium SDK update,,task,in_progress,medium,Dev_1,backend,3,ISS-1285,2026-02-16
ISS-6655,Missing run menu item on Windows,,task,done,medium,Dev_3,ml_team,3,,2026-02-13
ISS-6656,Windows: Font size ,,task,in_progress,medium,Dev_2,frontend,3,,2026-02-17
ISS-6657,Android: Debugging does not work for android,,bug,todo,medium,Dev_4,devops,3,ISS-9981,2026-02-14
ISS-6658,Android: Add button to preference page to open AVD manager,,story,in_progress,medium,Dev_4,devops,3,,2026-02-22
ISS-6659,Android: Auto-create default Android emulator if none available,,task,todo,medium,Dev_1,ml_team,3,,2026-02-24
ISS-6660,Make the default dark background for editor a little lighter and closer to Sublime's,,task,done,medium,Dev_1,backend,3,ISS-20367,2026-02-15
ISS-6661,Global toolbar: Separate out the icon from mode selection to be the action,,task,done,medium,Dev_4,frontend,3,,2026-02-13
ISS-6662,Studio performs platform check when opening a new Eclipse workspace,,task,done,medium,Dev_5,backend,3,,2026-02-23
ISS-6663,NPE when running Android platform updater,,task,done,medium,Dev_1,devops,3,ISS-10670,2026-02-25
ISS-6664,TiApp: Run As - The Run As button will be intermittently greyed out even after a project is selected,,task,in_progress,medium,Dev_1,backend,3,,2026-02-15
ISS-6665,Getting decoration calculation errors frequently while using appc studio 3.2.0.201311080232,,task,done,medium,Dev_4,devops,3,ISS-7741,2026-02-24
ISS-6666,iOS Simulator group does not appear when only iPad is selected in tiapp,,task,in_progress,medium,Dev_3,devops,3,ISS-14778,2026-02-14
ISS-6667,"When iPhone or iPad is not selected in tiapp, the corresponding simulator shortcuts should not appear",,task,done,medium,Dev_5,devops,3,,2026-02-21
ISS-6668,"Configuration: iOS - ""iPad"" appears in the iOS simulator configuration when running only to iPhone simulator",,task,in_progress,medium,Dev_4,backend,3,,2026-02-25
ISS-6669,Studio: iOS: Expired certificates should be filtered from the list of certificates,,task,in_progress,medium,Dev_2,ml_team,3,,2026-02-18
ISS-6670,"Studio: Selecting ""refresh"" resets the device target on the build dialog",,task,done,medium,Dev_3,ml_team,3,,2026-02-14
ISS-6671,Studio: Global toolbar - Debug mode cannot be switched to Run,,bug,done,medium,Dev_2,ml_team,3,ISS-20322,2026-02-13
ISS-6672,Studio: Run menu setting overrides wizard setting for device builds,,task,todo,medium,Dev_2,frontend,3,,2026-02-16
ISS-6673,Appc-Studio: Machine Specific: Selecting and saving Provisioning file does not reflect when configuration window is reopened. App runs using older file when run again,,task,todo,medium,Dev_2,backend,3,,2026-02-13
ISS-6674,Studio: Updates - The difference handling the license agreement,,task,todo,medium,Dev_4,devops,3,,2026-02-24
ISS-6675,Android module packaging disappearing menu items,,task,todo,medium,Dev_3,backend,3,,2026-02-23
ISS-6676,Console does not automatically scroll to bottom when building for device,,task,todo,medium,Dev_3,backend,3,,2026-02-16
ISS-6677,Problem for import provisioning profile,,task,done,medium,Dev_4,devops,3,ISS-2708,2026-02-26
ISS-6678," Configuration: iOS - ""iPad"" appears in the iOS simulator configuration when profiling or testing on iPhone simulator",,task,done,medium,Dev_4,ml_team,3,ISS-13628,2026-02-24
ISS-6679,Add a toggle entry in launch shortcut pulldown to not auto-run when one is selected,,story,todo,medium,Dev_2,ml_team,3,ISS-11742,2026-02-19
ISS-6680,NPE displayed on Platform Configuration Wizard,,task,todo,medium,Dev_1,devops,3,,2026-02-13
ISS-6681,Studio: Intermittent error importing KitchenSink from samples,,task,done,medium,Dev_2,devops,3,ISS-21710,2026-02-21
ISS-6682,"Studio: Profile as iOS device - ""Waiting for profiler to connect"" message window does not disappear as it should",,task,todo,medium,Dev_3,backend,3,,2026-02-21
ISS-6683,Newly created AVDs do not get populated in the Default Emulator drop down list,,task,todo,medium,Dev_5,ml_team,3,,2026-02-18
ISS-6684,Studio:Global toolbar - unexpected icons ,,task,todo,medium,Dev_3,devops,3,,2026-02-27
ISS-6685,Loading Certificates error on opening iOS Configuration Preference window,,task,done,medium,Dev_5,backend,3,,2026-02-25
ISS-6686,Studio: Mobile Web Preview in Browser succeeded after reload only,,task,todo,medium,Dev_1,devops,3,,2026-02-19
ISS-6687,Windows: Wrong icon showing for Titanium Studio,,task,done,medium,Dev_1,ml_team,3,ISS-7109,2026-02-22
ISS-6688,Ubuntu Unity: alert user for the issue where menu won't show inside Studio,,task,done,medium,Dev_5,frontend,3,ISS-12615,2026-02-14
ISS-6689,Studio 3.2.0 hangs when trying to select a Titanium or Alloy project from the Project Explorer view,,task,in_progress,medium,Dev_3,backend,3,ISS-8185,2026-02-23
ISS-6690,Studio: Mobile Web Preview in Browser - same tab used to launch different apps,,task,todo,medium,Dev_3,devops,3,,2026-02-21
ISS-6691,"Configuration: Installing - ""iTunes Sync"" will be selected in Run Configurations after installing an app to an iOS device",,task,todo,medium,Dev_2,devops,3,ISS-10556,2026-02-25
ISS-6692,Studio: App explorer does not work with global toolbar run options,,task,todo,medium,Dev_5,backend,3,ISS-19949,2026-02-23
ISS-6693,"During Tizen installation Progress dialog displays ""Computing prerequisite plan""",,task,done,medium,Dev_3,backend,3,,2026-02-13
ISS-6694,Build failed when running Android app in Debug mode,,bug,done,medium,Dev_1,ml_team,3,,2026-02-15
ISS-6695,iOS: Device Family - Device Family is not passed to the CLI,,task,todo,medium,Dev_1,ml_team,3,,2026-02-21
ISS-6696,iOS: Configuration - Should be able to filter for iPad simulators if installing an iPhone only app,,task,in_progress,medium,Dev_2,ml_team,3,,2026-02-19
ISS-6697,Android simulator run configuration dialog layout is stretched,,task,done,medium,Dev_5,devops,3,,2026-02-16
ISS-6698,Windows: Error for Unknown iOS SDK in log file,,task,todo,medium,Dev_5,ml_team,3,,2026-02-16
ISS-6699,iOS 7.1 beta: Studio does not recognize Xcode 5.1 DP,,task,done,medium,Dev_3,frontend,3,,2026-02-24
ISS-6700,NPE found in log file on creating a Classic Mobile App,,task,todo,medium,Dev_5,devops,3,ISS-0935,2026-02-22
ISS-6701,Can't clean imported projects as they are not shown in the project list to be cleaned,,task,in_progress,medium,Dev_2,ml_team,3,,2026-02-23
ISS-6702,Creating a mobile app without services displays Access Denied prompt,,task,in_progress,medium,Dev_3,frontend,3,,2026-02-21
ISS-6703,Samples Geocoder sample has warnings - unused styling items,,task,todo,medium,Dev_1,frontend,3,,2026-02-18
ISS-6704,Deleting a closed project shows error log in Studio log,,task,done,medium,Dev_5,devops,3,ISS-6739,2026-02-14
ISS-6705,"Dashboard: Switching between light and dark theme, does not show any effect",,task,done,medium,Dev_4,devops,3,,2026-02-16
ISS-6706,Windows: Mobile Module Package - Unhandled Loop Exception in log though the packaging is successfull,,task,done,medium,Dev_4,backend,3,,2026-02-26
ISS-6707,Unhandled event loop exception during blocked modal context ( packaging iOS module using all three options ),,task,done,medium,Dev_4,ml_team,3,,2026-02-23
ISS-6708,Don't pop the Platform Configuration wizard on first use until after Titanium SDK/CLI are prompted and installed,,task,done,medium,Dev_4,devops,3,,2026-02-24
ISS-6709,"Receive ""invalid values"" error when attempting to change theme",,task,in_progress,medium,Dev_2,devops,3,,2026-02-27
ISS-6710,Titanium SDK location is not persisted to configuration scope preference ,,task,in_progress,medium,Dev_1,backend,3,,2026-02-13
ISS-6711,"Studio constantly updates iOS info, sometimes multiple times at once.",,task,in_progress,medium,Dev_5,devops,3,,2026-02-18
ISS-6712,Studio: Cannot update Appcelerator Studio ,,task,todo,medium,Dev_2,ml_team,3,,2026-02-20
ISS-6713,Refreshing Studio workspace takes too long,,task,in_progress,medium,Dev_2,devops,3,,2026-02-26
ISS-6714,Android devices are not detected by Studio,,task,in_progress,medium,Dev_4,ml_team,3,ISS-17074,2026-02-25
ISS-6715,Sync back the valid Android SDK location  to CLI,,task,todo,medium,Dev_5,backend,3,,2026-02-28
ISS-6716,Profiling fails on android device with StringIndexOutOfBoundsException error,,task,in_progress,medium,Dev_2,devops,3,,2026-02-21
ISS-6717,"Studio: Alloy sample projects marked with invalid warnings due to ""TT Unused Rules"" validator",,task,todo,medium,Dev_5,frontend,3,,2026-02-19
ISS-6718,Unable to configure Android SDK on a Mavericks machine,,task,in_progress,medium,Dev_3,ml_team,3,,2026-02-13
ISS-6719,Studio: Java NPE occured while launching Studio on clean Ubuntu system,,task,todo,medium,Dev_1,ml_team,3,,2026-02-15
ISS-6720,Package - target Mobile Web - no output in the console,,task,done,medium,Dev_5,frontend,3,,2026-02-15
ISS-6721,Global launch toolbar looks cramped on Windows,,task,in_progress,medium,Dev_5,backend,3,,2026-02-13
ISS-6722,No property tester contributes a property org.eclipse.core.resources.projectNature to type class org.eclipse.ui.ide.FileStoreEditorInput,,task,done,medium,Dev_4,frontend,3,,2026-02-15
ISS-6723,Debugger does not work on iOS simulator/device,,bug,in_progress,medium,Dev_4,backend,3,ISS-1771,2026-02-28
ISS-6724,Modules: Studio fails when installing modules into a project,,task,todo,medium,Dev_1,ml_team,3,ISS-23061,2026-02-18
ISS-6725,iOS 7: No application-level logs,,task,in_progress,medium,Dev_1,ml_team,3,ISS-3497,2026-02-24
ISS-6726,Studio: Updates -intermittent unexpected Appcelerator Updates pop up before finishing Studio updates,,task,todo,medium,Dev_4,devops,3,,2026-02-20
ISS-6727,Android 2.3 is still listed as the required SDK,,task,done,medium,Dev_3,frontend,3,ISS-21365,2026-02-28
ISS-6728,Alloy sample projects missing files on import,,task,in_progress,medium,Dev_2,ml_team,3,,2026-02-18
ISS-6729,Tizen - Run>Tizen device builds app to Tizen Emulator ,,task,in_progress,medium,Dev_4,backend,3,,2026-02-14
ISS-6730,Studio: Global toolbar - no visual feedback on click,,task,in_progress,medium,Dev_3,ml_team,3,,2026-02-27
ISS-6731,Android Avd not being refreshed when configured for the first time,,task,done,medium,Dev_4,backend,3,ISS-11997,2026-02-13
ISS-6732,New platform shortcuts are not loaded after adding the platform in the TiApp,,story,done,medium,Dev_2,ml_team,3,,2026-02-20
ISS-6733,Windows: Android - Platform Configuration window shows Latest version installed: unknown,,task,todo,medium,Dev_5,devops,3,,2026-02-13
ISS-6734,No editor descriptor for id com.appcelerator.titanium.ui.ide.tiappEditor,,task,in_progress,medium,Dev_5,devops,3,,2026-02-21
ISS-6735,ArrayIndexOutOfBoundsException when computing SDK info,,task,in_progress,medium,Dev_1,backend,3,ISS-1613,2026-02-20
ISS-6736,"Add a ""Refresh"" menu to manually refresh the list of Android and iOS Devices",,story,in_progress,medium,Dev_5,ml_team,3,ISS-8393,2026-02-28
ISS-6737,"MobileWeb: ""MobileWeb preview in emulator"" creates a new Android emulator.",,task,in_progress,medium,Dev_1,ml_team,3,,2026-02-22
ISS-6738,Studio updates fail with certificate error,,task,todo,medium,Dev_1,ml_team,3,,2026-02-16
ISS-6739,Dashboard is not detecting Android SDK if version 2.3.3 is not installed,,task,in_progress,medium,Dev_3,ml_team,3,,2026-02-14
ISS-6740,MobileWeb: Cannot package mobileweb project,,task,in_progress,medium,Dev_2,backend,3,,2026-02-18
ISS-6741,Cannot distribute Blackberry apps,,task,todo,medium,Dev_2,ml_team,3,ISS-15194,2026-02-13
ISS-6742,Check for spaces in Android NDK path,,task,in_progress,medium,Dev_3,backend,3,ISS-18360,2026-02-26
ISS-6743,Android : Studio does not have an option to create & support an android keystore with different keystore & key password ,,task,done,medium,Dev_5,backend,3,ISS-8073,2026-02-16
ISS-6744,Running a iPad only app on iPad simulator starts the app in iphone simulator,,task,todo,medium,Dev_4,backend,3,,2026-02-19
ISS-6745,Alloy keyboard shortcuts don't work for platform-specific folder structure,,task,done,medium,Dev_2,backend,3,ISS-19611,2026-02-24
ISS-6746,Studio: Project Nature - Project Nature is not set to mobile if you create an app from the CLI,,task,done,medium,Dev_1,ml_team,3,,2026-02-24
ISS-6747,Package Alloy Geocoder sample in Studio,,task,done,medium,Dev_2,backend,3,,2026-02-25
ISS-6748,Usability: Toolbar not forced visible after update,,task,in_progress,medium,Dev_5,devops,3,,2026-02-25
ISS-6749,'File Open Error' after stopping & resuming JDK installation,,task,in_progress,medium,Dev_5,devops,3,,2026-02-24
ISS-6750,"Titanium Studio: ""Computing SDK Info..."" errors are being displayed and eventually Studio freeze",,task,in_progress,medium,Dev_4,devops,3,,2026-02-24
ISS-6751,Studio freezes on Startup when selecting a run-configuration,,task,todo,medium,Dev_2,devops,3,,2026-02-24
ISS-6752,Appcelerator studio intermittently becomes unresponsive & on a force quit & restart gives errors.,,task,todo,medium,Dev_1,ml_team,3,,2026-02-24
ISS-6753,Appc Studio deadlock after startup while loading SDK info,,task,in_progress,medium,Dev_5,devops,3,ISS-16458,2026-02-22
ISS-6754,Some top-level Alloy methods/properties don't appear in code hints,,task,done,medium,Dev_3,ml_team,3,,2026-02-19
ISS-6755,Geocoder sample is named as 'harness' and not as 'Geocoder' ,,task,done,medium,Dev_2,frontend,3,,2026-02-23
ISS-6756,Studio: Installing new SDK from CLI causes Blackberry and Tizen to gray out,,task,todo,medium,Dev_5,backend,3,,2026-02-28
ISS-6757,NavigationGroup element appears twice in code hints,,task,todo,medium,Dev_1,backend,3,,2026-02-13
ISS-6758,Line/block comment keyboard shortcuts not working,,task,in_progress,medium,Dev_4,backend,3,,2026-02-25
ISS-6759,Tiapp: the app id gets automatically pasted into any field in the tiapp editor when the field gains focus,,task,todo,medium,Dev_5,devops,3,,2026-02-17
ISS-6760,Android : Debugging not working in alloy for android,,bug,in_progress,medium,Dev_5,backend,3,,2026-02-16
ISS-6761,Studio falls back to legacy builds when build fails,,task,todo,medium,Dev_2,frontend,3,,2026-02-26
ISS-6762,Profiling in windows on Android device uses old build scripts instead of new CLI,,task,todo,medium,Dev_1,devops,3,,2026-02-25
ISS-6763,Android : Provision to build to all connected devices at the same time through studio ,,task,done,medium,Dev_5,ml_team,3,,2026-02-23
ISS-6764,User is in the offline mode though the saved credentials are valid,,task,in_progress,medium,Dev_3,backend,3,,2026-02-13
ISS-6765,Sync Titanium SDK default location with CLI,,task,done,medium,Dev_4,devops,3,ISS-18867,2026-02-18
ISS-6766,Package Mobile Web dialog location field does not accept ~ paths,,task,todo,medium,Dev_5,devops,3,ISS-6475,2026-02-20
ISS-6767,Module Project: Clean Mobile Module project showing java.lang NullPointerException,,task,todo,medium,Dev_3,frontend,3,,2026-02-18
ISS-6768,Studio: Cannot create project if selecting and de-selecting a platform that isn't installed,,task,todo,medium,Dev_5,devops,3,ISS-22560,2026-02-27
ISS-6769,Android: Add support for Genymotion emulator,,story,done,medium,Dev_5,devops,3,,2026-02-27
ISS-6770,Appcelerator Studio: Top menu bar not appearing,,task,done,medium,Dev_4,backend,3,,2026-02-17
ISS-6771,Code-Sense is not configured properly for Alloy Applications,,task,in_progress,medium,Dev_5,ml_team,3,,2026-02-23
ISS-6772,Alloy: Support Proxy child tags such as RightNavButton,,task,done,medium,Dev_2,frontend,3,,2026-02-17
ISS-6773,Refresh AVD listing in pref page when we detect new AVDs in our background refresh of ti info,,task,in_progress,medium,Dev_3,frontend,3,,2026-02-28
ISS-6774,Studio: Tizen SDK location disappears from Studio preferences on launch,,task,done,medium,Dev_4,frontend,3,,2026-02-18
ISS-6775, Alloy: Support Data Binding attributes,,task,in_progress,medium,Dev_1,backend,3,,2026-02-28
ISS-6776,"When clicking link to show hidden platform config wizard, we should focus the wizard dialog",,task,todo,medium,Dev_4,frontend,3,,2026-02-26
ISS-6777,The platform config wizard's job doesn't pass through install details properly,,task,todo,medium,Dev_1,devops,3,,2026-02-18
ISS-6778,Filter packaging launch configurations in the configuration dialog,,task,in_progress,medium,Dev_2,devops,3,,2026-02-14
ISS-6779,iPad: Simulator - Cannot launch any iPad simulator from studio using SDK 3.1.4,,task,todo,medium,Dev_3,frontend,3,,2026-02-27
ISS-6780,AppC Studio / Ti Studio Does not Recognize All Profiles for Ad-Hoc Builds,,task,in_progress,medium,Dev_1,devops,3,,2026-02-21
ISS-6781,Studio:Appcelerator Updates - required updates can be deselected,,task,todo,medium,Dev_2,backend,3,ISS-14048,2026-02-15
ISS-6782,Builds fail if workspace is on a windows server (UNC path),,task,done,medium,Dev_4,frontend,3,,2026-02-27
ISS-6783,Windows: Re-launching app on Android simulator does not kill previous session node processes,,task,done,medium,Dev_2,ml_team,3,,2026-02-21
ISS-6784,Studio freezes when restarting Studio with proxy settings on and a tiapp editor open,,task,in_progress,medium,Dev_4,frontend,3,ISS-0902,2026-02-23
ISS-6785,NPE while opening TiApp during Studio startup on Windows,,task,in_progress,medium,Dev_2,ml_team,3,,2026-02-17
ISS-6786,Android: Missing Java SDK. Please make sure Java SDK is on your PATH,,task,done,medium,Dev_1,devops,3,,2026-02-19
ISS-6787,Android: Show warning in TiApp if the minSdkVersion attribute references to a version less than min required,,task,todo,medium,Dev_1,frontend,3,,2026-02-28
ISS-6788,Studio freezes if the user enter only credentials without proxy settings after logout from proxy,,task,in_progress,medium,Dev_2,ml_team,3,,2026-02-19
ISS-6789,Studio UI: Global toolbar - Mobile Web Preview in Emulator - not enough space to show types of emulator,,task,todo,medium,Dev_1,ml_team,3,ISS-6981,2026-02-16
ISS-6790,BlackBerry: Authentication failed,,task,todo,medium,Dev_3,backend,3,,2026-02-17
ISS-6791,"Installer: When opening the dmg, the Ti icon is super pixelated in a macbook pro retina",,task,done,medium,Dev_2,frontend,3,,2026-02-14
ISS-6792,File-> Close All is not working from the drop down menu,,task,todo,medium,Dev_1,ml_team,3,ISS-2792,2026-02-23
ISS-6793,Can no longer use &amp; in app title to create &,,task,done,medium,Dev_2,frontend,3,,2026-02-28
ISS-6794,Unable to assign CMD+1 to custom Ruble commands,,task,done,medium,Dev_3,ml_team,3,ISS-2515,2026-02-21
ISS-6795,TiApp shows the invalid configuration status for Blackberry platform though it is valid,,task,todo,medium,Dev_4,backend,3,,2026-02-21
ISS-6796,Package iOS module wizard is not appearing from the toolbar,,task,todo,medium,Dev_1,ml_team,3,ISS-22992,2026-02-22
ISS-6797,Dashboard: Themes: Unable to set theme to 'Dark',,task,todo,medium,Dev_5,frontend,3,,2026-02-15
